"","EmployeeID","recorddate_key","birthdate_key","orighiredate_key","age","length_of_service","city_name","department_name","job_title","store_name","gender_short","gender_full","STATUS_YEAR","BUSINESS_UNIT"
"3460",2008,"12/31/2015 0:00","10/23/1952","9/1/1991",63,24,"Burnaby","Meats","Meat Cutter",5,"F","Female",2015,"STORES"
"3470",2009,"12/31/2015 0:00","10/25/1952","9/2/1991",63,24,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"3480",2011,"12/31/2015 0:00","10/29/1952","9/4/1991",63,24,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"3490",2014,"12/31/2015 0:00","11/5/1952","9/7/1991",63,24,"Kamloops","Meats","Meat Cutter",15,"M","Male",2015,"STORES"
"3500",2015,"12/31/2015 0:00","11/6/1952","9/8/1991",63,24,"Vernon","Meats","Meat Cutter",36,"F","Female",2015,"STORES"
"3510",2016,"12/31/2015 0:00","11/10/1952","9/10/1991",63,24,"Abbotsford","Customer Service","Customer Service Manager",1,"M","Male",2015,"STORES"
"3520",2018,"12/31/2015 0:00","11/11/1952","9/11/1991",63,24,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"3530",2021,"12/31/2015 0:00","11/22/1952","9/16/1991",63,24,"Kamloops","Meats","Meat Cutter",15,"F","Female",2015,"STORES"
"3540",2022,"12/31/2015 0:00","11/21/1952","9/16/1991",63,24,"Burnaby","Meats","Meat Cutter",5,"F","Female",2015,"STORES"
"3550",2024,"12/31/2015 0:00","11/30/1952","9/21/1991",63,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3560",2030,"12/31/2015 0:00","12/20/1952","10/1/1991",63,24,"Terrace","Meats","Meat Cutter",32,"F","Female",2015,"STORES"
"3570",2034,"12/31/2015 0:00","12/28/1952","10/5/1991",63,24,"Squamish","Meats","Meat Cutter",30,"M","Male",2015,"STORES"
"3580",2036,"12/31/2015 0:00","12/31/1952","10/7/1991",63,24,"Burnaby","Meats","Meat Cutter",5,"M","Male",2015,"STORES"
"3590",2039,"12/31/2015 0:00","1/10/1953","10/12/1991",62,24,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"3600",2040,"12/31/2015 0:00","1/9/1953","10/12/1991",62,24,"Fort St John","Customer Service","Customer Service Manager",12,"M","Male",2015,"STORES"
"3618",2044,"12/31/2015 0:00","1/13/1953","10/14/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3628",2046,"12/31/2015 0:00","1/18/1953","10/17/1991",62,24,"Surrey","Meats","Meat Cutter",31,"M","Male",2015,"STORES"
"3638",2047,"12/31/2015 0:00","1/21/1953","10/18/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3648",2048,"12/31/2015 0:00","1/20/1953","10/18/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3658",2049,"12/31/2015 0:00","1/24/1953","10/20/1991",62,24,"Quesnel","Meats","Meat Cutter",28,"F","Female",2015,"STORES"
"3668",2053,"12/31/2015 0:00","2/1/1953","10/24/1991",62,24,"Chilliwack","Processed Foods","Processed Foods Manager",6,"M","Male",2015,"STORES"
"3678",2055,"12/31/2015 0:00","2/8/1953","10/28/1991",62,24,"Trail","Meats","Meat Cutter",33,"M","Male",2015,"STORES"
"3688",2056,"12/31/2015 0:00","2/12/1953","10/30/1991",62,24,"Kamloops","Meats","Meat Cutter",15,"M","Male",2015,"STORES"
"3698",2058,"12/31/2015 0:00","2/14/1953","10/31/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3708",2060,"12/31/2015 0:00","2/14/1953","10/31/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3718",2061,"12/31/2015 0:00","2/16/1953","11/1/1991",62,24,"New Westminster","Meats","Meat Cutter",21,"M","Male",2015,"STORES"
"3728",2063,"12/31/2015 0:00","2/19/1953","11/2/1991",62,24,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"3738",2065,"12/31/2015 0:00","2/21/1953","11/4/1991",62,24,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"3748",2067,"12/31/2015 0:00","2/27/1953","11/7/1991",62,24,"Kelowna","Meats","Meat Cutter",16,"M","Male",2015,"STORES"
"3758",2068,"12/31/2015 0:00","2/27/1953","11/7/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3768",2070,"12/31/2015 0:00","3/7/1953","11/11/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"3778",2071,"12/31/2015 0:00","3/6/1953","11/11/1991",62,24,"Prince George","Meats","Meat Cutter",26,"F","Female",2015,"STORES"
"3788",2073,"12/31/2015 0:00","3/8/1953","11/12/1991",62,24,"Burnaby","Meats","Meat Cutter",5,"F","Female",2015,"STORES"
"3798",2074,"12/31/2015 0:00","3/10/1953","11/13/1991",62,24,"Burnaby","Meats","Meat Cutter",5,"M","Male",2015,"STORES"
"3808",2075,"12/31/2015 0:00","3/14/1953","11/15/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3818",2076,"12/31/2015 0:00","3/15/1953","11/16/1991",62,24,"Langley","Customer Service","Customer Service Manager",17,"F","Female",2015,"STORES"
"3828",2077,"12/31/2015 0:00","3/17/1953","11/17/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3838",2080,"12/31/2015 0:00","3/20/1953","11/18/1991",62,24,"Trail","Meats","Meat Cutter",33,"F","Female",2015,"STORES"
"3848",2081,"12/31/2015 0:00","3/21/1953","11/19/1991",62,24,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"3858",2082,"12/31/2015 0:00","3/26/1953","11/21/1991",62,24,"Kelowna","Meats","Meat Cutter",16,"M","Male",2015,"STORES"
"3868",2084,"12/31/2015 0:00","3/29/1953","11/23/1991",62,24,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"3878",2085,"12/31/2015 0:00","3/31/1953","11/24/1991",62,24,"Vernon","Meats","Meat Cutter",36,"M","Male",2015,"STORES"
"3888",2086,"12/31/2015 0:00","4/2/1953","11/25/1991",62,24,"Squamish","Meats","Meat Cutter",30,"F","Female",2015,"STORES"
"3898",2088,"12/31/2015 0:00","4/2/1953","11/25/1991",62,24,"Chilliwack","Customer Service","Customer Service Manager",6,"M","Male",2015,"STORES"
"3908",2089,"12/31/2015 0:00","4/3/1953","11/26/1991",62,24,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"3918",2090,"12/31/2015 0:00","4/7/1953","11/28/1991",62,24,"Quesnel","Meats","Meat Cutter",28,"M","Male",2015,"STORES"
"3928",2091,"12/31/2015 0:00","4/11/1953","11/30/1991",62,24,"New Westminster","Meats","Meat Cutter",21,"F","Female",2015,"STORES"
"3938",2093,"12/31/2015 0:00","4/20/1953","12/5/1991",62,24,"Port Coquitlam","Processed Foods","Processed Foods Manager",25,"M","Male",2015,"STORES"
"3948",2094,"12/31/2015 0:00","4/25/1953","12/7/1991",62,24,"New Westminster","Meats","Meat Cutter",21,"F","Female",2015,"STORES"
"3958",2095,"12/31/2015 0:00","4/27/1953","12/8/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3968",2096,"12/31/2015 0:00","4/28/1953","12/9/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"3978",2100,"12/31/2015 0:00","5/5/1953","12/13/1991",62,24,"Cranbrook","Meats","Meat Cutter",8,"F","Female",2015,"STORES"
"3988",2101,"12/31/2015 0:00","5/12/1953","12/16/1991",62,24,"Trail","Meats","Meat Cutter",33,"M","Male",2015,"STORES"
"4007",2105,"12/31/2015 0:00","5/17/1953","12/19/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"4017",2108,"12/31/2015 0:00","5/24/1953","12/23/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"4027",2110,"12/31/2015 0:00","5/29/1953","12/25/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4037",2111,"12/31/2015 0:00","5/29/1953","12/25/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4047",2112,"12/31/2015 0:00","6/2/1953","12/27/1991",62,24,"West Vancouver","Dairy","Dairy Person",38,"F","Female",2015,"STORES"
"4057",2113,"12/31/2015 0:00","6/4/1953","12/28/1991",62,24,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4067",2114,"12/31/2015 0:00","6/4/1953","12/28/1991",62,24,"North Vancouver","Bakery","Bakery Manager",22,"F","Female",2015,"STORES"
"4077",2115,"12/31/2015 0:00","6/7/1953","12/30/1991",62,24,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4087",2116,"12/31/2015 0:00","6/11/1953","1/1/1992",62,23,"Squamish","Meats","Meat Cutter",30,"F","Female",2015,"STORES"
"4097",2117,"12/31/2015 0:00","6/12/1953","1/2/1992",62,23,"Williams Lake","Bakery","Bakery Manager",40,"M","Male",2015,"STORES"
"4107",2118,"12/31/2015 0:00","6/12/1953","1/2/1992",62,23,"Kamloops","Meats","Meat Cutter",15,"F","Female",2015,"STORES"
"4117",2119,"12/31/2015 0:00","6/16/1953","1/4/1992",62,23,"Kelowna","Meats","Meat Cutter",16,"F","Female",2015,"STORES"
"4127",2120,"12/31/2015 0:00","6/19/1953","1/5/1992",62,23,"Nelson","Meats","Meats Manager",19,"M","Male",2015,"STORES"
"4137",2122,"12/31/2015 0:00","6/21/1953","1/6/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4147",2123,"12/31/2015 0:00","6/23/1953","1/7/1992",62,23,"New Westminster","Meats","Meat Cutter",21,"F","Female",2015,"STORES"
"4157",2125,"12/31/2015 0:00","6/26/1953","1/9/1992",62,23,"Burnaby","Meats","Meat Cutter",5,"M","Male",2015,"STORES"
"4167",2126,"12/31/2015 0:00","6/25/1953","1/9/1992",62,23,"Williams Lake","Dairy","Dairy Person",40,"M","Male",2015,"STORES"
"4182",2130,"12/31/2015 0:00","7/3/1953","1/13/1992",62,23,"Burnaby","Meats","Meat Cutter",5,"M","Male",2015,"STORES"
"4192",2131,"12/31/2015 0:00","7/4/1953","1/13/1992",62,23,"New Westminster","Meats","Meat Cutter",21,"F","Female",2015,"STORES"
"4202",2132,"12/31/2015 0:00","7/6/1953","1/14/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4212",2134,"12/31/2015 0:00","7/9/1953","1/16/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4222",2142,"12/31/2015 0:00","7/23/1953","1/23/1992",62,23,"Vernon","Meats","Meat Cutter",36,"M","Male",2015,"STORES"
"4232",2143,"12/31/2015 0:00","7/25/1953","1/24/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"4242",2145,"12/31/2015 0:00","7/31/1953","1/28/1992",62,23,"Burnaby","Meats","Meat Cutter",5,"M","Male",2015,"STORES"
"4252",2146,"12/31/2015 0:00","8/6/1953","1/31/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4262",2148,"12/31/2015 0:00","8/8/1953","2/1/1992",62,23,"Victoria","Meats","Meat Cutter",46,"M","Male",2015,"STORES"
"4272",2149,"12/31/2015 0:00","8/8/1953","2/1/1992",62,23,"Burnaby","Produce","Produce Clerk",5,"F","Female",2015,"STORES"
"4282",2152,"12/31/2015 0:00","8/13/1953","2/3/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4292",2153,"12/31/2015 0:00","8/12/1953","2/3/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"4302",2154,"12/31/2015 0:00","8/14/1953","2/4/1992",62,23,"Surrey","Meats","Meat Cutter",31,"F","Female",2015,"STORES"
"4312",2155,"12/31/2015 0:00","8/16/1953","2/5/1992",62,23,"Prince George","Meats","Meat Cutter",26,"F","Female",2015,"STORES"
"4322",2156,"12/31/2015 0:00","8/18/1953","2/6/1992",62,23,"Kelowna","Meats","Meat Cutter",16,"M","Male",2015,"STORES"
"4332",2159,"12/31/2015 0:00","8/27/1953","2/11/1992",62,23,"New Westminster","Meats","Meat Cutter",21,"F","Female",2015,"STORES"
"4342",2161,"12/31/2015 0:00","9/4/1953","2/15/1992",62,23,"Williams Lake","Processed Foods","Processed Foods Manager",40,"M","Male",2015,"STORES"
"4352",2162,"12/31/2015 0:00","9/8/1953","2/17/1992",62,23,"Richmond","Dairy","Dairy Person",29,"M","Male",2015,"STORES"
"4366",2165,"12/31/2015 0:00","9/17/1953","2/22/1992",62,23,"Terrace","Meats","Meat Cutter",32,"M","Male",2015,"STORES"
"4376",2166,"12/31/2015 0:00","9/18/1953","2/22/1992",62,23,"New Westminster","Meats","Meat Cutter",21,"M","Male",2015,"STORES"
"4386",2169,"12/31/2015 0:00","9/25/1953","2/26/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4396",2170,"12/31/2015 0:00","9/24/1953","2/26/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4406",2172,"12/31/2015 0:00","9/26/1953","2/27/1992",62,23,"West Vancouver","Processed Foods","Processed Foods Manager",38,"F","Female",2015,"STORES"
"4416",2173,"12/31/2015 0:00","9/26/1953","2/27/1992",62,23,"Burnaby","Produce","Produce Clerk",5,"M","Male",2015,"STORES"
"4426",2177,"12/31/2015 0:00","10/6/1953","3/3/1992",62,23,"Burnaby","Produce","Produce Clerk",5,"M","Male",2015,"STORES"
"4436",2178,"12/31/2015 0:00","10/6/1953","3/3/1992",62,23,"Prince George","Meats","Meat Cutter",26,"F","Female",2015,"STORES"
"4446",2179,"12/31/2015 0:00","10/6/1953","3/3/1992",62,23,"Langley","Meats","Meat Cutter",17,"F","Female",2015,"STORES"
"4456",2180,"12/31/2015 0:00","10/9/1953","3/4/1992",62,23,"Prince George","Meats","Meat Cutter",26,"M","Male",2015,"STORES"
"4466",2181,"12/31/2015 0:00","10/10/1953","3/5/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"4476",2183,"12/31/2015 0:00","10/12/1953","3/6/1992",62,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"4486",2187,"12/31/2015 0:00","10/15/1953","3/8/1992",62,23,"Richmond","Processed Foods","Processed Foods Manager",29,"M","Male",2015,"STORES"
"4496",2188,"12/31/2015 0:00","10/20/1953","3/10/1992",62,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"4506",2189,"12/31/2015 0:00","10/22/1953","3/11/1992",62,23,"Vernon","Meats","Meat Cutter",36,"F","Female",2015,"STORES"
"4516",2190,"12/31/2015 0:00","10/22/1953","3/11/1992",62,23,"Trail","Meats","Meat Cutter",33,"M","Male",2015,"STORES"
"4526",2192,"12/31/2015 0:00","10/26/1953","3/13/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"M","Male",2015,"STORES"
"4536",2194,"12/31/2015 0:00","10/29/1953","3/15/1992",62,23,"Chilliwack","Meats","Meat Cutter",6,"F","Female",2015,"STORES"
"4546",2195,"12/31/2015 0:00","10/30/1953","3/16/1992",62,23,"Chilliwack","Meats","Meat Cutter",6,"F","Female",2015,"STORES"
"4556",2201,"12/31/2015 0:00","11/8/1953","3/20/1992",62,23,"Chilliwack","Meats","Meat Cutter",6,"F","Female",2015,"STORES"
"4566",2202,"12/31/2015 0:00","11/12/1953","3/22/1992",62,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4576",2203,"12/31/2015 0:00","11/13/1953","3/23/1992",62,23,"Vancouver","Produce","Produce Clerk",41,"F","Female",2015,"STORES"
"4586",2204,"12/31/2015 0:00","11/13/1953","3/23/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4596",2205,"12/31/2015 0:00","11/14/1953","3/24/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4606",2206,"12/31/2015 0:00","11/14/1953","3/24/1992",62,23,"Kelowna","Meats","Meat Cutter",16,"M","Male",2015,"STORES"
"4616",2207,"12/31/2015 0:00","11/14/1953","3/24/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4626",2210,"12/31/2015 0:00","11/22/1953","3/28/1992",62,23,"Kelowna","Meats","Meat Cutter",16,"M","Male",2015,"STORES"
"4636",2211,"12/31/2015 0:00","11/22/1953","3/28/1992",62,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"4646",2213,"12/31/2015 0:00","11/25/1953","3/29/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4656",2214,"12/31/2015 0:00","11/25/1953","3/29/1992",62,23,"Prince George","Meats","Meat Cutter",26,"F","Female",2015,"STORES"
"4666",2215,"12/31/2015 0:00","12/2/1953","4/2/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4676",2217,"12/31/2015 0:00","12/5/1953","4/4/1992",62,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"4686",2218,"12/31/2015 0:00","12/10/1953","4/6/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4696",2219,"12/31/2015 0:00","12/9/1953","4/6/1992",62,23,"Vernon","Meats","Meat Cutter",36,"F","Female",2015,"STORES"
"4706",2221,"12/31/2015 0:00","12/13/1953","4/8/1992",62,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4716",2222,"12/31/2015 0:00","12/15/1953","4/9/1992",62,23,"Vancouver","Bakery","Baker",41,"M","Male",2015,"STORES"
"4726",2223,"12/31/2015 0:00","12/16/1953","4/9/1992",62,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"4736",2225,"12/31/2015 0:00","12/27/1953","4/15/1992",62,23,"New Westminster","Meats","Meat Cutter",21,"M","Male",2015,"STORES"
"4746",2226,"12/31/2015 0:00","12/31/1953","4/17/1992",62,23,"Vancouver","Bakery","Baker",41,"M","Male",2015,"STORES"
"4756",2229,"12/31/2015 0:00","1/10/1954","4/23/1992",61,23,"Vancouver","Bakery","Baker",41,"M","Male",2015,"STORES"
"4766",2230,"12/31/2015 0:00","1/13/1954","4/24/1992",61,23,"Victoria","Meats","Meat Cutter",46,"M","Male",2015,"STORES"
"4776",2231,"12/31/2015 0:00","1/12/1954","4/24/1992",61,23,"Vancouver","Bakery","Baker",41,"M","Male",2015,"STORES"
"4786",2232,"12/31/2015 0:00","1/24/1954","4/30/1992",61,23,"Chilliwack","Meats","Meat Cutter",6,"F","Female",2015,"STORES"
"4796",2235,"12/31/2015 0:00","1/27/1954","5/2/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4806",2236,"12/31/2015 0:00","1/29/1954","5/3/1992",61,23,"Victoria","Meats","Meat Cutter",46,"M","Male",2015,"STORES"
"4816",2237,"12/31/2015 0:00","1/31/1954","5/4/1992",61,23,"Richmond","Customer Service","Customer Service Manager",29,"M","Male",2015,"STORES"
"4826",2238,"12/31/2015 0:00","2/2/1954","5/5/1992",61,23,"Chilliwack","Meats","Meat Cutter",6,"M","Male",2015,"STORES"
"4836",2240,"12/31/2015 0:00","2/5/1954","5/6/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4846",2241,"12/31/2015 0:00","2/7/1954","5/7/1992",61,23,"Chilliwack","Meats","Meat Cutter",6,"F","Female",2015,"STORES"
"4856",2242,"12/31/2015 0:00","2/10/1954","5/9/1992",61,23,"Chilliwack","Meats","Meat Cutter",6,"M","Male",2015,"STORES"
"4866",2243,"12/31/2015 0:00","2/11/1954","5/9/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4876",2245,"12/31/2015 0:00","2/19/1954","5/14/1992",61,23,"Richmond","Meats","Meat Cutter",29,"M","Male",2015,"STORES"
"4886",2246,"12/31/2015 0:00","2/24/1954","5/16/1992",61,23,"Vancouver","Bakery","Baker",41,"M","Male",2015,"STORES"
"4896",2247,"12/31/2015 0:00","3/1/1954","5/19/1992",61,23,"Nelson","Produce","Produce Manager",19,"F","Female",2015,"STORES"
"4906",2248,"12/31/2015 0:00","3/1/1954","5/19/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"M","Male",2015,"STORES"
"4916",2250,"12/31/2015 0:00","3/5/1954","5/21/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4926",2251,"12/31/2015 0:00","3/5/1954","5/21/1992",61,23,"Victoria","Meats","Meat Cutter",46,"M","Male",2015,"STORES"
"4936",2252,"12/31/2015 0:00","3/7/1954","5/22/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4946",2253,"12/31/2015 0:00","3/6/1954","5/22/1992",61,23,"Cranbrook","Meats","Meat Cutter",8,"M","Male",2015,"STORES"
"4956",2254,"12/31/2015 0:00","3/8/1954","5/23/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"4966",2255,"12/31/2015 0:00","3/8/1954","5/23/1992",61,23,"West Vancouver","Customer Service","Customer Service Manager",38,"M","Male",2015,"STORES"
"4976",2256,"12/31/2015 0:00","3/11/1954","5/24/1992",61,23,"Richmond","Meats","Meat Cutter",29,"F","Female",2015,"STORES"
"4986",2257,"12/31/2015 0:00","3/16/1954","5/27/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"4996",2259,"12/31/2015 0:00","3/22/1954","5/30/1992",61,23,"Burnaby","Produce","Produce Clerk",5,"F","Female",2015,"STORES"
"5006",2260,"12/31/2015 0:00","3/22/1954","5/30/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"5016",2261,"12/31/2015 0:00","3/24/1954","5/31/1992",61,23,"Prince George","Meats","Meat Cutter",26,"F","Female",2015,"STORES"
"5026",2262,"12/31/2015 0:00","3/28/1954","6/2/1992",61,23,"Victoria","Meats","Meat Cutter",46,"M","Male",2015,"STORES"
"5036",2264,"12/31/2015 0:00","4/2/1954","6/5/1992",61,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"5046",2265,"12/31/2015 0:00","4/3/1954","6/5/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
"5056",2269,"12/31/2015 0:00","4/12/1954","6/10/1992",61,23,"Port Coquitlam","Customer Service","Customer Service Manager",25,"F","Female",2015,"STORES"
"5066",2271,"12/31/2015 0:00","4/20/1954","6/14/1992",61,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"5076",2272,"12/31/2015 0:00","4/20/1954","6/14/1992",61,23,"Surrey","Meats","Meat Cutter",31,"F","Female",2015,"STORES"
"5086",2273,"12/31/2015 0:00","4/22/1954","6/15/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"5096",2274,"12/31/2015 0:00","4/21/1954","6/15/1992",61,23,"Burnaby","Produce","Produce Clerk",5,"F","Female",2015,"STORES"
"5106",2275,"12/31/2015 0:00","4/28/1954","6/19/1992",61,23,"Victoria","Meats","Meat Cutter",46,"F","Female",2015,"STORES"
"5116",2276,"12/31/2015 0:00","5/1/1954","6/20/1992",61,23,"Vancouver","Bakery","Baker",41,"F","Female",2015,"STORES"
"5126",2277,"12/31/2015 0:00","5/3/1954","6/21/1992",61,23,"Vernon","Meats","Meat Cutter",36,"M","Male",2015,"STORES"
"5136",2280,"12/31/2015 0:00","5/9/1954","6/24/1992",61,23,"New Westminster","Meats","Meat Cutter",21,"M","Male",2015,"STORES"
"5146",2282,"12/31/2015 0:00","5/11/1954","6/25/1992",61,23,"Nanaimo","Meats","Meat Cutter",18,"F","Female",2015,"STORES"
